customer_id,disbursed_amount,interest,market,employment,time_employed,householder,income,date_issued,target,loan_purpose,number_open_accounts,date_last_payment,number_credit_lines_12
2877,29700,17.3943,D,Taxi driver,>5 years,MORTGAGE,144000,2015-09-07,0,Other,12,2015-12-24,
2878,13104,7.7934,B,Accountant,>5 years,MORTGAGE,69300,2015-12-09,0,Debt consolidation,10,2016-01-04,
2879,18330,16.9632,D,Statistician,<=5 years,MORTGAGE,130000,2014-05-25,0,Home improvements,13,2016-01-12,
2880,16740,13.2594,B,,>5 years,MORTGAGE,77600,2014-02-18,0,Debt consolidation,12,2015-12-10,
2881,14550,17.808,D,Secretary,>5 years,MORTGAGE,138920,2013-11-17,0,Debt consolidation,12,2016-01-11,
2882,18762.5,21.0199,E,Other,<=5 years,RENT,53900,2015-03-10,0,Debt consolidation,9,2016-01-26,
2883,1880,10.4346,B,Bus driver,>5 years,OWNER,36400,2015-12-19,0,Health,15,2015-01-20,2
2884,10864,12.9301,C,,,OWNER,47040,2015-06-13,0,Debt consolidation,10,2016-01-25,
2885,16380,5.9094,A,Teacher,<=5 years,MORTGAGE,113850,2014-10-08,0,Home improvements,14,2015-02-06,
2886,27565.5,18.4632,E,Other,>5 years,MORTGAGE,65800,2015-05-02,0,Debt consolidation,13,2016-01-13,
2887,24500,15.0195,C,Bus driver,>5 years,RENT,89889,2012-05-02,0,Debt consolidation,6,2014-11-05,
2888,18738.75,17.5028,D,Software developer,>5 years,OWNER,51150,2014-12-09,0,Debt consolidation,15,2016-01-02,
2889,3960,5.2032,A,Software developer,>5 years,MORTGAGE,62076.12,2011-05-18,0,Debt consolidation,11,2013-10-17,
2890,4560,10.1108,B,Bus driver,<=5 years,MORTGAGE,62500,2013-11-11,0,Debt consolidation,11,2014-10-25,
2891,3430,11.9213,C,Teacher,<=5 years,RENT,54708,2015-04-04,0,Debt consolidation,19,2015-12-14,
2892,20790,12.3093,C,Statistician,>5 years,MORTGAGE,79900,2015-09-21,0,Debt consolidation,20,2016-01-03,
2893,20000,12.9301,C,Dentist,<=5 years,RENT,55200,2015-10-02,0,Debt consolidation,16,2016-01-11,
2894,12348,18.1909,E,Nurse,>5 years,MORTGAGE,78000,2014-04-23,0,Home improvements,9,2015-12-07,
2895,14550,7.426,A,Bus driver,>5 years,RENT,69000,2012-01-19,0,Debt consolidation,11,2015-02-09,
2896,7276.5,15.4341,D,Taxi driver,<=5 years,OWNER,93840,2015-02-17,0,Debt consolidation,26,2016-01-08,
2897,31670.5,16.1644,D,Bus driver,<=5 years,MORTGAGE,66740,2015-12-10,0,Debt consolidation,14,2016-01-16,
2898,1840,13.0107,C,Accountant,>5 years,MORTGAGE,51870,2015-07-22,0,Debt consolidation,14,2016-01-26,
2899,14400,7.6349,A,Dentist,>5 years,MORTGAGE,182000,2014-05-11,0,Debt consolidation,19,2016-01-01,
2900,30387.75,7.8897,B,Taxi driver,<=5 years,MORTGAGE,116250,2015-01-19,0,Debt consolidation,9,2016-01-10,
2901,16150,8.811,A,Statistician,>5 years,MORTGAGE,43700,2013-08-04,0,Debt consolidation,6,2016-01-21,
2902,18800,7.6436,A,Software developer,<=5 years,MORTGAGE,58800,2010-10-18,0,Debt consolidation,12,2012-06-14,
2903,24886,11.5526,C,Accountant,>5 years,MORTGAGE,161000,2015-04-25,0,Debt consolidation,14,2016-01-26,
2904,10416,18.8001,E,Other,<=5 years,RENT,35000,2014-09-12,0,Debt consolidation,16,2014-12-06,
2905,10000,9.0898,B,Civil Servant,>5 years,RENT,67200,2014-03-05,0,Debt consolidation,10,2015-02-20,
2906,12658.5,18.278,E,Software developer,>5 years,MORTGAGE,37720,2014-11-18,0,Debt consolidation,12,2016-01-07,
2907,3564,13.4208,C,Bus driver,>5 years,RENT,41598.6,2014-10-27,0,Other,9,2016-01-18,
2908,15000,5.9697,A,Nurse,<=5 years,RENT,117500,2013-11-06,0,Debt consolidation,13,2016-01-13,
2909,11880,14.3612,C,Bus driver,<=5 years,RENT,58200,2014-03-15,0,Debt consolidation,7,2016-01-21,
2910,14550,7.5256,B,Accountant,>5 years,MORTGAGE,118800,2015-11-14,0,Home improvements,10,2016-01-02,
2911,17280,10.7229,B,,,MORTGAGE,65433.16,2015-09-05,0,Debt consolidation,13,2015-10-12,
2912,5580,7.5744,A,Dentist,<=5 years,OWNER,66240,2015-04-13,0,Car purchase,7,2015-11-07,
2913,33600,24.01,E,Teacher,<=5 years,RENT,95000,2014-10-18,0,Debt consolidation,16,2016-01-23,
2914,13846.25,15.903,C,,>5 years,OWNER,39770,2013-11-08,0,Debt consolidation,11,2016-01-18,
2915,33600,16.9725,E,Other,<=5 years,OWNER,132300,2015-10-22,0,Home improvements,16,2016-01-10,
2916,23040,20.424,E,Dentist,>5 years,MORTGAGE,82800,2013-08-08,0,Debt consolidation,21,2014-10-14,
2917,13950,13.2165,C,Accountant,>5 years,MORTGAGE,49920,2014-06-14,0,Debt consolidation,16,2016-01-18,
2918,9300,13.1836,C,Civil Servant,<=5 years,MORTGAGE,90240,2012-12-19,0,Debt consolidation,11,2015-04-19,
2919,7000,5.7285,A,Statistician,<=5 years,RENT,52250,2012-08-14,0,Debt consolidation,19,2014-11-07,
2920,24750,7.9346,B,Bus driver,<=5 years,MORTGAGE,90000,2015-10-17,0,Debt consolidation,22,2015-12-19,
2921,22080,13.7908,C,Nurse,>5 years,MORTGAGE,51150,2014-06-13,0,Debt consolidation,21,2014-11-05,
2922,5820,10.49,B,,,OWNER,15298.56,2014-11-23,0,Debt consolidation,10,2016-01-09,
2923,6208,13.7568,C,Bus driver,<=5 years,RENT,44100,2013-03-24,0,Debt consolidation,5,2015-01-18,
2924,8640,7.2588,A,Accountant,>5 years,MORTGAGE,99000,2015-06-13,0,Debt consolidation,19,2016-01-01,
2925,14550,5.7408,A,Statistician,>5 years,MORTGAGE,58800,2015-10-06,0,Debt consolidation,11,2015-12-19,
2926,23575,15.3504,D,Secretary,<=5 years,RENT,78400,2014-11-11,0,Debt consolidation,14,2015-03-08,
2927,23750,6.8508,A,Bus driver,<=5 years,OWNER,141000,2015-05-01,0,Debt consolidation,15,2016-01-05,
2928,19600,16.99,D,Software developer,<=5 years,MORTGAGE,89775,2015-11-04,0,Debt consolidation,13,2016-01-18,
2929,12090,15.2978,C,Bus driver,<=5 years,MORTGAGE,56400,2014-04-06,0,Home improvements,12,2015-08-09,
2930,5320,13.6673,B,Other,<=5 years,RENT,23520,2013-03-10,0,Debt consolidation,8,2014-09-08,
2931,16653,19.52,E,Software developer,>5 years,MORTGAGE,53460,2014-10-07,0,Debt consolidation,18,2016-01-13,
2932,16121,15.0038,C,Bus driver,<=5 years,MORTGAGE,37125,2013-06-26,0,Debt consolidation,12,2016-01-18,
2933,17100,13.2165,C,,,MORTGAGE,80750,2014-05-12,0,Debt consolidation,13,2015-01-23,
2934,4608,8.455,A,Statistician,<=5 years,RENT,35000,2011-12-18,0,Debt consolidation,13,2014-12-23,
2935,23000,12.2636,C,Taxi driver,>5 years,MORTGAGE,54392,2015-08-11,0,Debt consolidation,17,2016-01-09,
2936,14550,13.6409,C,Dentist,>5 years,OWNER,50000,2014-09-19,0,Debt consolidation,4,2016-01-19,
2937,6768,8.3061,A,Teacher,<=5 years,MORTGAGE,56430,2014-07-13,0,Debt consolidation,8,2016-01-03,
2938,13950,12.99,C,Bus driver,>5 years,MORTGAGE,41857.44,2014-07-17,0,Debt consolidation,9,2016-01-02,
2939,12831,9.7902,B,,,MORTGAGE,79625,2015-09-24,0,Debt consolidation,14,2015-12-04,
2940,13650,8.7115,B,Statistician,<=5 years,OWNER,37240,2015-05-13,0,Debt consolidation,26,2016-01-26,
2941,10716,16.0923,D,Statistician,>5 years,MORTGAGE,130300,2014-04-18,0,Debt consolidation,12,2015-12-27,
2942,5880,7.4529,A,Accountant,<=5 years,MORTGAGE,131520,2014-12-04,0,Debt consolidation,13,2016-01-18,
2943,4700,9.99,B,Statistician,<=5 years,RENT,28800,2015-10-07,0,Debt consolidation,6,2016-01-12,
2944,5520,15.8013,D,Teacher,<=5 years,RENT,95790,2014-10-22,0,Moving home,19,2016-01-23,
2945,6580,11.99,B,Bus driver,<=5 years,OWNER,35000,2015-01-02,0,Other,4,2015-12-05,
2946,5292,13.452,C,Taxi driver,>5 years,MORTGAGE,63050,2014-04-09,0,Debt consolidation,12,2014-09-18,
2947,6208,13.0272,C,Bus driver,>5 years,MORTGAGE,57960,2014-03-27,0,Other,6,2016-01-12,
2948,18400,11.2035,B,Nurse,>5 years,MORTGAGE,81480,2013-08-01,0,Debt consolidation,11,2014-08-23,
2949,5335,12.3234,B,Secretary,>5 years,RENT,39060,2013-03-01,0,Debt consolidation,7,2016-01-02,
2950,26190,18.9504,E,Nurse,>5 years,MORTGAGE,81340,2011-03-06,0,Debt consolidation,13,2012-09-21,
2951,14664,10.2802,B,Bus driver,<=5 years,OWNER,39900,2015-01-07,0,Debt consolidation,12,2016-01-18,
2952,27300,13.3269,C,Dentist,>5 years,MORTGAGE,62400,2015-11-17,0,Debt consolidation,8,2016-01-01,
2953,14100,10.6076,B,Bus driver,<=5 years,MORTGAGE,121250,2015-10-09,0,Debt consolidation,17,2016-01-21,
2954,14550,14.0184,C,Nurse,>5 years,RENT,47000,2014-03-26,0,Debt consolidation,11,2014-12-23,
2955,7280,18.4512,D,Teacher,>5 years,MORTGAGE,29440,2013-12-10,0,Debt consolidation,19,2015-12-08,
2956,14700,11.5479,C,Secretary,<=5 years,MORTGAGE,65565,2015-09-07,0,Debt consolidation,24,2016-01-04,
2957,8832,15.326,C,Teacher,>5 years,MORTGAGE,53900,2013-04-06,0,Debt consolidation,17,2014-11-14,
2958,1978,11.9508,B,,,MORTGAGE,22210.8876,2013-10-07,0,Debt consolidation,10,2016-01-23,
2959,14945,9.71,B,Taxi driver,>5 years,OWNER,58200,2013-09-18,0,Debt consolidation,12,2015-12-05,
2960,3160.5,13.4571,C,Bus driver,>5 years,MORTGAGE,62400,2014-01-20,0,Debt consolidation,11,2016-01-17,
2961,1872,9.0783,B,Dentist,>5 years,MORTGAGE,31350,2015-10-21,0,Debt consolidation,12,2016-01-12,
2962,15640,11.6748,C,Statistician,<=5 years,MORTGAGE,80750,2015-10-16,0,Debt consolidation,15,2016-01-16,
2963,26400,14.6902,C,Civil Servant,>5 years,MORTGAGE,85440,2014-06-04,0,Debt consolidation,15,2016-01-08,
2964,15502,12.6825,C,Nurse,<=5 years,MORTGAGE,67200,2014-08-04,0,Debt consolidation,12,2015-08-24,
2965,13095,14.6734,C,Other,<=5 years,OWNER,59396.98,2014-01-06,0,Debt consolidation,12,2015-01-14,
2966,33950,12.8601,C,Software developer,>5 years,RENT,92000,2014-10-13,0,Debt consolidation,11,2016-01-27,
2967,1900,6.9201,A,Teacher,>5 years,MORTGAGE,69750,2014-11-16,0,Debt consolidation,12,2015-12-09,
2968,6930,12.1824,C,Secretary,>5 years,RENT,52591.5,2015-06-20,0,Debt consolidation,10,2016-01-02,
2969,3800,13.2405,C,Dentist,>5 years,RENT,28210,2014-02-05,0,Home improvements,9,2016-01-18,
2970,1920,11.0292,B,,,RENT,13566.42,2012-05-06,0,Debt consolidation,9,2013-01-03,
2971,6272,11.5533,B,Teacher,<=5 years,RENT,31680,2014-07-09,0,Debt consolidation,20,2016-01-06,
2972,10000,7.486,A,Software developer,>5 years,MORTGAGE,44974.9,2010-06-14,0,Debt consolidation,8,2014-04-23,
2973,5488,6.1566,A,Teacher,<=5 years,RENT,47840,2014-03-12,0,Debt consolidation,9,2016-01-05,
2974,2910,6.0242,A,Accountant,>5 years,RENT,53760,2012-06-04,0,Debt consolidation,7,2015-06-18,
2975,11760,15.9402,D,Secretary,<=5 years,RENT,58880,2015-01-06,0,Debt consolidation,26,2015-12-04,
2976,5520,8.18,B,Statistician,<=5 years,RENT,98000,2015-10-22,0,Debt consolidation,4,2016-01-25,
2977,1840,11.9795,B,Bus driver,<=5 years,RENT,36616,2013-07-22,0,Car purchase,5,2016-01-13,
2978,10000,18.1536,E,Accountant,>5 years,RENT,41184,2014-08-01,0,Debt consolidation,11,2015-06-25,
2979,11280,12.6003,C,Civil Servant,<=5 years,RENT,70500,2014-10-07,0,Debt consolidation,15,2016-01-16,
2980,11880,12.5302,C,Bus driver,<=5 years,RENT,39376,2015-09-19,0,Debt consolidation,17,2016-01-24,
2981,21294,23.9904,E,Taxi driver,>5 years,RENT,53350,2015-01-06,0,Debt consolidation,16,2015-02-10,
2982,10656,7.821,A,,,MORTGAGE,120900,2013-05-22,0,Debt consolidation,10,2016-01-23,
2983,6045,13.9321,C,Other,<=5 years,MORTGAGE,61640,2014-04-05,0,Debt consolidation,12,2015-12-23,
2984,28800,9.4905,B,Taxi driver,<=5 years,MORTGAGE,62560,2015-11-13,0,Debt consolidation,22,2016-01-21,
2985,22080,13.3315,C,Software developer,>5 years,MORTGAGE,74250,2015-09-13,0,Debt consolidation,18,2016-01-04,
2986,18800,11.9988,B,,,MORTGAGE,51410,2012-10-22,0,Debt consolidation,11,2015-10-19,
2987,10752,12.1256,C,Statistician,>5 years,OWNER,73600,2015-11-23,0,Debt consolidation,14,2015-12-20,
2988,27900,7.89,A,Software developer,>5 years,MORTGAGE,123280,2015-06-15,0,Debt consolidation,12,2016-01-23,
2989,7360,13.6135,C,Other,>5 years,RENT,56050,2013-06-23,0,Debt consolidation,7,2016-01-09,
2990,9428.75,11.6303,B,,,MORTGAGE,47040,2015-02-20,0,Debt consolidation,7,2016-01-10,
2991,8232,10.0009,B,Software developer,<=5 years,RENT,159800,2013-12-20,0,Debt consolidation,4,2015-12-26,
2992,11880,11.53,B,Accountant,<=5 years,RENT,27300,2015-09-27,0,Debt consolidation,5,2016-01-23,
2993,5700,12.3892,C,Software developer,<=5 years,MORTGAGE,53940,2015-12-04,0,Debt consolidation,13,2016-01-07,
2994,12555,12.3405,B,Accountant,>5 years,OWNER,77550,2013-11-22,0,Other,5,2015-07-06,
2995,17100,7.4438,B,Other,>5 years,MORTGAGE,35280,2015-08-25,0,Debt consolidation,15,2015-12-21,
2996,9094.5,8.7115,B,Civil Servant,>5 years,MORTGAGE,20240,2015-07-10,0,Debt consolidation,12,2016-01-23,
2997,3348,17.3375,E,Nurse,<=5 years,MORTGAGE,53360,2015-09-10,0,Other,20,2016-01-04,
2998,22466,16.8672,D,Accountant,<=5 years,RENT,50440,2014-07-21,0,Debt consolidation,9,2015-03-08,
2999,19448.5,21.534,E,Civil Servant,<=5 years,RENT,95040,2013-09-04,0,Other,16,2016-01-08,
3000,15288,14.0456,C,Civil Servant,<=5 years,RENT,81900,2015-12-26,0,Debt consolidation,20,2016-01-07,2
3001,13775,16.5158,D,Bus driver,<=5 years,MORTGAGE,52800,2015-04-02,0,Debt consolidation,12,2015-12-20,
3002,32175,17.0429,D,Other,>5 years,MORTGAGE,64350,2015-08-17,0,Home improvements,13,2016-01-24,
3003,7840,6.5455,A,Civil Servant,>5 years,RENT,30070,2015-12-26,0,Debt consolidation,9,2016-01-15,
3004,20457.5,19.5902,E,Teacher,>5 years,RENT,57420,2015-08-09,0,Health,16,2016-01-21,
3005,26549.25,12.49,B,Teacher,>5 years,MORTGAGE,137872.5,2014-04-23,0,Other,12,2016-01-03,
3006,13483,15.2978,D,Accountant,>5 years,RENT,30030,2015-04-20,0,Debt consolidation,16,2015-12-07,
3007,14400,11.1839,C,Civil Servant,>5 years,OWNER,84000,2015-05-20,0,Debt consolidation,13,2016-01-26,
3008,12696,12.99,C,Software developer,>5 years,MORTGAGE,69300,2015-01-19,0,Debt consolidation,7,2015-12-12,
3009,14720,16.1271,C,Accountant,<=5 years,RENT,79540,2012-08-01,0,Debt consolidation,11,2013-09-22,
3010,9300,10.3306,B,Secretary,>5 years,MORTGAGE,27160,2014-03-07,0,Debt consolidation,17,2015-09-21,
3011,2820,12.3552,C,Nurse,<=5 years,RENT,82800,2009-11-18,0,Other,9,2011-01-23,
3012,20900,6.5538,A,Accountant,>5 years,MORTGAGE,72000,2013-11-18,0,Debt consolidation,14,2015-07-06,
3013,6900,13.0634,C,Statistician,<=5 years,RENT,29440,2015-05-24,0,Debt consolidation,19,2016-01-06,
3014,28704,15.226,D,Taxi driver,<=5 years,MORTGAGE,60450,2015-10-26,0,Home improvements,8,2016-01-17,
3015,24840,17.0429,D,Taxi driver,<=5 years,MORTGAGE,186000,2015-09-27,0,Debt consolidation,12,2016-01-14,
3016,19400,18.1536,E,Dentist,>5 years,MORTGAGE,46500,2015-04-05,0,Debt consolidation,25,2016-01-20,
3017,5880,9.0783,B,Statistician,<=5 years,RENT,61750,2014-07-01,0,Debt consolidation,19,2015-12-11,
3018,19000,20.9209,E,Accountant,>5 years,MORTGAGE,66176,2015-07-26,0,Debt consolidation,14,2016-01-25,
3019,34650,22.041,E,Software developer,>5 years,MORTGAGE,118800,2013-10-15,0,Debt consolidation,14,2016-01-06,
3020,15000,12.4545,B,Dentist,>5 years,MORTGAGE,96600,2013-05-16,0,Debt consolidation,16,2016-01-05,
3021,14400,10.4923,B,Dentist,>5 years,MORTGAGE,184000,2015-04-18,0,Other,9,2015-12-14,
3022,19521.25,20.4414,E,Other,<=5 years,MORTGAGE,117600,2013-06-07,0,Debt consolidation,18,2015-07-20,
3023,11400,7.4955,A,Civil Servant,>5 years,MORTGAGE,103880,2015-07-08,0,Debt consolidation,8,2015-12-20,
3024,17000,19.7306,E,Other,<=5 years,OWNER,38220,2014-07-02,0,Debt consolidation,10,2016-01-06,
3025,18800,6.2304,A,Statistician,<=5 years,MORTGAGE,113460,2014-09-05,0,Debt consolidation,15,2016-01-17,
3026,9700,10.8801,B,Dentist,>5 years,MORTGAGE,39360,2013-10-09,0,Debt consolidation,13,2013-11-22,
3027,7386.25,7.1799,A,Statistician,<=5 years,RENT,42300,2015-06-09,0,Debt consolidation,18,2016-01-26,
3028,23760,10.108,B,Nurse,>5 years,MORTGAGE,54000,2015-12-21,0,Debt consolidation,8,2015-02-08,1
3029,12285,11.514,B,Civil Servant,<=5 years,MORTGAGE,62868,2012-06-26,0,Debt consolidation,19,2015-02-25,
3030,6000,12.2636,C,Bus driver,<=5 years,RENT,72750,2015-05-01,0,Debt consolidation,9,2016-01-26,
3031,4560,12.8601,C,Civil Servant,<=5 years,RENT,65100,2015-02-14,0,Debt consolidation,10,2016-01-08,
3032,9700,14.8401,C,,,OWNER,28431.36,2014-11-24,0,Debt consolidation,12,2016-01-14,
3033,35000,16.2,C,Nurse,<=5 years,OWNER,81780,2013-11-27,0,Debt consolidation,9,2016-01-13,
3034,20400,11.6748,B,Taxi driver,>5 years,MORTGAGE,56430,2012-01-24,0,Other,8,2015-01-03,
3035,7326,14.7108,D,Nurse,<=5 years,RENT,35000,2015-01-12,0,Debt consolidation,17,2015-09-12,
3036,2730,13.5234,C,Other,>5 years,MORTGAGE,55800,2014-12-04,0,Other,9,2015-07-01,
3037,8245,11.4908,B,Statistician,<=5 years,RENT,65660,2014-03-15,0,Debt consolidation,16,2016-01-11,
3038,9400,7.89,A,Taxi driver,<=5 years,MORTGAGE,66030,2015-02-09,0,Debt consolidation,12,2016-01-12,
3039,19872,14.6734,D,Dentist,>5 years,RENT,41850,2015-04-16,0,Debt consolidation,11,2016-01-16,
3040,9408,6.0528,A,Nurse,>5 years,MORTGAGE,83600,2015-10-11,0,Home improvements,17,2016-01-21,
3041,15520,14.4936,C,Secretary,>5 years,MORTGAGE,42140,2014-04-25,0,Debt consolidation,5,2016-01-09,
3042,15000,6.9201,A,Statistician,>5 years,MORTGAGE,118300,2015-02-17,0,Home improvements,13,2016-01-02,
3043,6840,13.4757,C,Accountant,>5 years,RENT,28800,2014-08-26,0,Debt consolidation,13,2016-01-04,
3044,17325,19.6704,E,Nurse,<=5 years,RENT,44550,2012-10-09,0,Other,12,2016-01-06,
3045,24500,13.2905,C,Nurse,<=5 years,MORTGAGE,97000,2015-10-18,0,Debt consolidation,13,2015-12-15,
3046,14100,9.17,B,,,OWNER,65550,2015-07-05,0,Debt consolidation,10,2016-01-12,
3047,1000,12.9301,C,Nurse,<=5 years,MORTGAGE,30400,2015-10-20,0,Other,7,2016-01-20,
3048,28420,14.5035,C,Accountant,<=5 years,MORTGAGE,89472,2012-07-15,0,Debt consolidation,12,2013-11-11,
3049,19600,8.8949,B,Dentist,>5 years,MORTGAGE,98700,2015-12-26,0,Debt consolidation,12,2016-01-19,2
3050,19600,6.39,A,Statistician,<=5 years,MORTGAGE,83160,2015-03-05,0,Other,9,2016-01-06,
3051,9600,13.2905,C,Secretary,<=5 years,RENT,32900,2015-07-07,0,Debt consolidation,14,2016-01-17,
3052,17820,9.6508,B,,,RENT,39990,2014-11-26,0,Debt consolidation,14,2016-01-10,
3053,35000,20.8905,E,Accountant,<=5 years,MORTGAGE,146880,2015-09-25,0,Home improvements,19,2016-01-27,
3054,33660,8.4966,B,Civil Servant,<=5 years,RENT,174800,2014-12-22,0,Debt consolidation,10,2016-01-18,
3055,18200,14.1904,C,Nurse,<=5 years,OWNER,90210,2015-12-09,0,Home improvements,12,2015-08-15,
3056,18564,9.2365,B,Taxi driver,>5 years,RENT,84600,2014-07-27,0,Debt consolidation,11,2015-02-13,
3057,12348,12.49,B,Teacher,>5 years,MORTGAGE,63050,2014-05-08,0,Debt consolidation,12,2015-09-22,
3058,11760,14.9856,D,Dentist,>5 years,MORTGAGE,27000,2015-03-17,0,Debt consolidation,16,2015-12-20,
3059,32200,14.48,C,Other,>5 years,MORTGAGE,113280,2015-12-24,0,Debt consolidation,17,2016-01-13,1
3060,4732,11.53,B,Nurse,<=5 years,RENT,39600,2015-10-01,0,Debt consolidation,5,2016-01-08,
3061,14400,13.2951,D,Software developer,<=5 years,RENT,99000,2009-11-07,0,Debt consolidation,8,2012-12-26,
3062,10780,6.4214,A,Statistician,<=5 years,MORTGAGE,63050,2013-08-19,0,Debt consolidation,12,2015-12-17,
3063,27300,16.4241,D,Teacher,>5 years,MORTGAGE,65960,2014-03-01,0,Debt consolidation,11,2015-01-15,
3064,24250,9.3951,B,Taxi driver,>5 years,MORTGAGE,99840,2015-01-20,0,Debt consolidation,22,2016-01-01,
3065,9600,13.11,B,Secretary,>5 years,RENT,44640,2013-05-06,0,Debt consolidation,17,2016-01-10,
3066,7520,10.7536,B,Dentist,<=5 years,RENT,61100,2015-02-27,0,Debt consolidation,10,2016-01-08,
3067,3500,13.2246,C,Accountant,<=5 years,RENT,27300,2010-04-17,0,Other,6,2010-10-24,
3068,9700,5.2668,A,,,OWNER,34149.6,2015-07-05,0,Debt consolidation,19,2016-01-15,
3069,7000,19.594,E,Nurse,<=5 years,RENT,29348,2014-08-10,0,Debt consolidation,10,2016-01-20,
3070,11718,15.5006,D,Taxi driver,<=5 years,RENT,34650,2014-11-06,0,Debt consolidation,8,2016-01-17,
3071,10890,13.083,C,Teacher,<=5 years,RENT,48500,2014-10-20,0,Debt consolidation,5,2016-01-11,
3072,13926.75,24.2802,E,Other,<=5 years,RENT,48000,2014-08-09,0,Debt consolidation,9,2015-07-16,
3073,33950,12.1256,C,Accountant,>5 years,MORTGAGE,200000,2015-12-03,0,Debt consolidation,7,2016-01-25,
3074,17000,6.9696,A,Nurse,<=5 years,RENT,134850,2015-05-14,0,Debt consolidation,7,2016-01-18,
3075,18800,13.1328,C,Civil Servant,<=5 years,OWNER,141000,2013-08-15,0,Other,10,2015-12-13,
3076,26772,12.7167,B,Statistician,>5 years,MORTGAGE,59800,2013-06-14,0,Debt consolidation,9,2015-01-11,
3077,18170,14.9856,D,Dentist,<=5 years,MORTGAGE,41400,2014-05-19,0,Debt consolidation,15,2016-01-10,
3078,23280,11.9213,C,Civil Servant,>5 years,OWNER,136620,2015-08-17,0,Home improvements,14,2016-01-16,
3079,6440,12.2208,C,Civil Servant,<=5 years,RENT,26390.2,2010-03-06,0,Debt consolidation,13,2012-12-19,
3080,20680,13.0634,C,Taxi driver,<=5 years,RENT,58800,2015-08-18,0,Debt consolidation,14,2015-12-12,
3081,9555,16.219,D,Civil Servant,<=5 years,MORTGAGE,37096,2015-04-23,0,Debt consolidation,15,2015-12-14,
3082,940,18.0675,E,,,RENT,10431.12,2015-10-13,0,Other,15,2016-01-08,
3083,16740,8.455,A,Civil Servant,<=5 years,MORTGAGE,84196,2014-04-02,0,Debt consolidation,16,2016-01-14,
3084,19200,16.4312,D,Bus driver,<=5 years,RENT,45500,2015-12-18,0,Debt consolidation,10,2016-01-02,
3085,2940,12.1824,C,,,OWNER,15010.56,2015-07-02,0,Debt consolidation,8,2016-01-07,
3086,8648,17.0592,D,Other,<=5 years,RENT,33600,2013-04-11,0,Debt consolidation,8,2014-10-25,
3087,13950,11.53,B,Taxi driver,<=5 years,MORTGAGE,42780,2015-08-10,0,Debt consolidation,15,2016-01-25,
3088,20000,6.89,A,Secretary,>5 years,MORTGAGE,73600,2015-05-11,0,Debt consolidation,4,2015-12-13,
3089,3072,6.9696,A,Other,>5 years,RENT,44650,2015-11-25,0,Debt consolidation,13,2016-01-23,
3090,9300,17.6814,D,Taxi driver,<=5 years,MORTGAGE,75200,2015-05-14,0,Debt consolidation,13,2015-12-09,
3091,19000,7.91,A,Nurse,<=5 years,MORTGAGE,120120,2015-12-19,0,Debt consolidation,18,2015-12-14,1
3092,18600,5.9697,A,Teacher,<=5 years,RENT,172800,2013-07-11,0,Other,18,2016-01-05,
3093,19379.25,22.019,E,Other,<=5 years,RENT,44200,2013-08-15,0,Debt consolidation,10,2015-03-20,
3094,24475.5,16.0535,D,Software developer,>5 years,MORTGAGE,81477,2015-12-12,0,Moving home,12,2015-12-13,0
3095,15624,15.9706,D,Taxi driver,>5 years,RENT,40740,2015-09-01,0,Debt consolidation,16,2016-01-02,
3096,9500,9.4905,B,Taxi driver,<=5 years,MORTGAGE,80080,2015-10-12,0,Debt consolidation,31,2016-01-24,
3097,20160,10.6197,B,Statistician,>5 years,MORTGAGE,278400,2014-08-07,0,Debt consolidation,28,2015-07-20,
3098,6909,10.4405,B,Dentist,>5 years,MORTGAGE,92820,2015-02-07,0,Debt consolidation,14,2016-01-12,
3099,17480,13.4571,C,Statistician,>5 years,MORTGAGE,83720,2014-01-17,0,Debt consolidation,11,2014-03-19,
3100,7680,7.268,A,Software developer,>5 years,RENT,85848,2012-02-07,0,Holidays,3,2014-06-11,
3101,28800,21.1508,E,Civil Servant,<=5 years,MORTGAGE,94080,2015-07-25,0,Debt consolidation,14,2016-01-25,
3102,5700,11.8701,B,Other,>5 years,MORTGAGE,39000,2014-04-17,0,Other,10,2016-01-26,
3103,19270,23.5,E,Bus driver,>5 years,MORTGAGE,63700,2013-08-17,0,Other,20,2014-06-23,
3104,5432,5.6682,A,Taxi driver,>5 years,RENT,53760,2011-09-23,0,Debt consolidation,12,2014-10-05,
3105,6725,19.5228,D,,,OWNER,71250,2013-04-27,0,Other,10,2016-01-10,
3106,3952.75,16.9686,D,Other,<=5 years,RENT,38800,2015-01-14,0,Debt consolidation,19,2015-12-13,
3107,20000,9.3906,B,Teacher,>5 years,RENT,77600,2015-08-12,0,Other,13,2016-01-17,
3108,20000,16.4803,D,Secretary,>5 years,MORTGAGE,85000,2014-07-17,0,Debt consolidation,13,2015-07-26,
3109,4510.5,21.3303,E,Nurse,<=5 years,RENT,67320,2015-11-15,0,Debt consolidation,11,2016-01-01,
3110,4950,10.0009,B,Bus driver,>5 years,OWNER,65960,2014-05-18,0,Debt consolidation,13,2014-12-05,
3111,33950,15.1497,D,Other,<=5 years,RENT,145500,2014-05-06,0,Debt consolidation,14,2016-01-02,
3112,8370,8.9866,B,Nurse,>5 years,MORTGAGE,28830,2015-08-05,0,Debt consolidation,8,2015-12-03,
